id_venta,fecha,id_cliente,id_producto,id_empleado,cantidad,precio_unitario,descuento,medio_pago,canal
101,2025-01-27,201,125,4,2,84124,5,Tarjeta de Crédito,Online
102,2024-02-02,1545,76,8,2,126864,15,Tarjeta de Crédito,Sucursal
103,2026-06-08,434,70,1,1,103106,0,Tarjeta de Crédito,Online
104,2026-07-22,1812,24,19,1,1217551,0,Tarjeta de Débito,Sucursal
105,2021-12-21,545,130,12,3,53347,20,Tarjeta de Crédito,Sucursal
106,2024-04-08,1503,133,1,1,31839,10,Tarjeta de Crédito,Sucursal
107,2022-03-01,797,90,3,1,170021,10,Tarjeta de Crédito,Online
108,2023-05-19,722,39,11,1,496850,0,Tarjeta de Crédito,Sucursal
109,2024-10-07,1921,115,16,1,89197,0,Mercado Pago,Sucursal
110,2022-07-20,1059,146,4,1,5652,0,Transferencia,Sucursal
111,2024-05-27,191,18,20,1,1392160,0,Tarjeta de Débito,Sucursal
112,2025-11-23,300,88,3,1,140757,15,Tarjeta de Crédito,Sucursal
113,2023-02-24,1021,58,14,1,34774,0,Tarjeta de Crédito,Online
114,2024-02-25,40,26,13,2,354125,15,Tarjeta de Débito,Sucursal
115,2026-07-17,1957,63,15,1,90834,5,Tarjeta de Crédito,Sucursal
116,2025-11-10,131,109,13,3,64750,0,Tarjeta de Crédito,Sucursal
117,2023-12-21,888,112,4,1,70221,0,Efectivo,Sucursal
118,2024-10-10,211,35,2,3,317231,10,Mercado Pago,Online
119,2026-06-11,1268,145,6,1,19394,0,Tarjeta de Crédito,Sucursal
120,2022-06-05,837,14,4,2,1882522,10,Tarjeta de Crédito,Online
121,2023-08-23,595,90,2,1,170021,0,Efectivo,Sucursal
122,2024-10-13,1601,124,8,1,134330,0,Tarjeta de Crédito,Online
123,2025-12-26,976,127,9,1,37735,5,Efectivo,Sucursal
124,2025-10-26,26,56,7,2,126168,0,Tarjeta de Crédito,Online
125,2022-07-05,398,91,14,2,239013,5,Tarjeta de Crédito,Sucursal
126,2026-02-18,1943,20,4,3,1802140,5,Mercado Pago,Sucursal
127,2022-08-29,1623,39,1,1,496850,0,Tarjeta de Crédito,Sucursal
128,2026-03-04,1789,87,5,1,99737,0,Tarjeta de Crédito,Sucursal
129,2023-06-02,1152,145,4,1,19394,0,Tarjeta de Crédito,Sucursal
130,2022-06-14,1205,11,5,2,1225987,0,Tarjeta de Crédito,Sucursal
131,2022-11-03,1408,109,12,2,64750,0,Mercado Pago,Sucursal
132,2022-07-10,1441,127,19,1,37735,5,Tarjeta de Crédito,Sucursal
133,2026-03-09,1775,104,6,1,62368,5,Mercado Pago,Sucursal
134,2026-02-27,1852,71,19,1,24970,10,Tarjeta de Crédito,Online
135,2023-06-30,941,78,5,2,209176,5,Mercado Pago,Online
136,2025-11-01,1937,119,3,2,49044,5,Tarjeta de Crédito,Sucursal
137,2023-05-23,197,17,16,1,785761,10,Tarjeta de Débito,Online
138,2023-09-19,1120,32,7,1,536121,0,Tarjeta de Débito,Sucursal
139,2022-10-09,587,6,19,2,851647,0,Tarjeta de Crédito,Sucursal
140,2024-02-13,377,59,18,2,32499,5,Tarjeta de Débito,Sucursal
141,2021-09-04,1667,74,17,1,77390,0,Mercado Pago,Sucursal
142,2023-05-09,1232,71,4,1,24970,0,Tarjeta de Débito,Sucursal
143,2025-01-05,762,30,16,1,500547,0,Tarjeta de Crédito,Sucursal
144,2022-08-11,531,150,7,1,54866,0,Efectivo,Online
145,2022-09-03,1042,67,14,5,112410,5,Mercado Pago,Online
146,2023-10-03,516,117,2,1,54765,5,Tarjeta de Crédito,Sucursal
147,2023-11-15,768,45,14,3,386157,0,Tarjeta de Crédito,Sucursal
148,2021-08-15,151,142,12,4,43925,15,Tarjeta de Crédito,Online
149,2026-01-06,1624,52,19,1,69726,0,Tarjeta de Crédito,Sucursal
150,2024-04-17,47,20,9,1,1802140,30,Mercado Pago,Online
151,2022-06-21,233,125,20,1,84124,0,Tarjeta de Débito,Online
152,2026-03-05,1018,59,4,1,32499,0,Tarjeta de Crédito,Online
153,2026-06-22,438,30,16,1,500547,0,Transferencia,Online
154,2021-08-17,1783,141,13,2,9922,0,Tarjeta de Crédito,Online
155,2022-11-11,905,13,13,1,2084288,5,Mercado Pago,Sucursal
156,2022-01-14,205,8,12,1,1808817,0,Mercado Pago,Online
157,2022-11-02,484,88,10,2,140757,0,Mercado Pago,Online
158,2022-04-15,235,109,17,1,64750,0,Mercado Pago,Online
159,2024-08-12,497,119,12,1,49044,0,Tarjeta de Crédito,Sucursal
160,2024-05-16,1098,129,2,1,54448,0,Tarjeta de Crédito,Sucursal
161,2026-07-03,1267,97,17,2,88456,10,Tarjeta de Crédito,Online
162,2026-06-30,1437,103,10,1,238351,0,Transferencia,Sucursal
163,2024-02-14,1315,88,14,1,140757,5,Mercado Pago,Sucursal
164,2025-02-01,106,20,11,1,1802140,0,Mercado Pago,Online
165,2022-04-29,1253,1,2,1,1124829,0,Tarjeta de Crédito,Online
166,2024-09-11,1906,31,17,1,545983,5,Tarjeta de Débito,Sucursal
167,2026-03-29,1979,32,17,1,536121,0,Tarjeta de Crédito,Sucursal
168,2024-09-14,732,109,7,1,64750,10,Tarjeta de Crédito,Online
169,2022-05-23,1488,70,8,1,103106,0,Efectivo,Online
170,2022-08-18,1820,80,4,1,190014,0,Mercado Pago,Online
171,2023-03-21,1661,110,13,1,114140,0,Transferencia,Online
172,2023-01-24,307,84,17,2,277789,10,Tarjeta de Débito,Online
173,2025-04-22,157,130,2,3,53347,10,Mercado Pago,Sucursal
174,2022-01-25,1085,27,9,1,173598,0,Efectivo,Sucursal
175,2026-06-25,51,95,4,1,47685,0,Mercado Pago,Sucursal
176,2023-10-18,1785,100,12,2,55643,0,Tarjeta de Crédito,Sucursal
177,2026-04-09,849,139,2,1,27484,15,Mercado Pago,Online
178,2022-12-01,1815,106,15,2,144819,0,Tarjeta de Crédito,Online
179,2023-03-05,1812,92,5,1,288041,10,Transferencia,Online
180,2023-01-23,1373,115,3,1,89197,0,Tarjeta de Débito,Sucursal
181,2022-10-15,808,141,20,3,9922,0,Tarjeta de Débito,Online
182,2022-02-11,678,100,3,2,55643,0,Tarjeta de Crédito,Sucursal
183,2024-09-04,1240,16,3,1,2169916,0,Tarjeta de Crédito,Sucursal
184,2024-07-21,1,144,17,1,18402,0,Efectivo,Sucursal
185,2025-01-30,581,85,6,1,287367,10,Tarjeta de Crédito,Sucursal
186,2024-12-04,861,143,7,2,32394,5,Tarjeta de Crédito,Sucursal
187,2024-08-03,1946,51,4,1,80482,0,Tarjeta de Débito,Sucursal
188,2024-11-13,412,26,5,1,354125,0,Mercado Pago,Online
189,2024-08-10,537,19,16,1,1876921,0,Tarjeta de Débito,Sucursal
190,2024-11-05,269,143,11,1,32394,0,Mercado Pago,Sucursal
191,2023-04-19,1173,9,10,1,1944103,0,Tarjeta de Débito,Online
192,2025-12-06,490,57,14,2,75953,10,Efectivo,Sucursal
193,2026-05-15,1976,120,16,1,150413,0,Tarjeta de Crédito,Sucursal
194,2021-08-18,1890,82,6,1,228381,0,Tarjeta de Débito,Sucursal
195,2024-05-21,1272,146,8,2,5652,0,Tarjeta de Crédito,Sucursal
196,2022-08-27,1835,19,13,2,1876921,0,Tarjeta de Crédito,Online
197,2022-07-29,1352,87,19,1,99737,15,Tarjeta de Débito,Sucursal
198,2025-10-28,1125,5,11,1,942869,0,Tarjeta de Crédito,Sucursal
199,2023-11-19,987,133,8,1,31839,10,Tarjeta de Crédito,Online
200,2025-05-13,1381,57,18,1,75953,0,Transferencia,Sucursal
201,2024-06-16,477,68,2,1,45665,15,Tarjeta de Crédito,Online
202,2022-02-26,77,65,1,1,45620,0,Tarjeta de Débito,Sucursal
203,2022-06-19,1624,100,12,1,55643,0,Tarjeta de Crédito,Online
204,2024-04-14,1634,110,7,3,114140,5,Tarjeta de Crédito,Online
205,2026-01-06,696,73,4,1,140989,15,Tarjeta de Crédito,Sucursal
206,2022-02-04,773,141,4,2,9922,0,Transferencia,Online
207,2023-08-22,1511,78,1,1,209176,0,Tarjeta de Crédito,Sucursal
208,2022-01-07,496,54,9,1,72197,5,Tarjeta de Débito,Online
209,2025-04-06,1732,58,20,2,34774,0,Efectivo,Sucursal
210,2023-06-10,398,115,2,1,89197,0,Mercado Pago,Online
211,2026-03-31,941,72,18,2,99968,0,Tarjeta de Crédito,Sucursal
212,2025-10-26,472,19,13,5,1876921,5,Tarjeta de Débito,Online
213,2022-09-21,1546,28,1,1,452335,0,Mercado Pago,Sucursal
214,2026-05-31,1405,12,16,1,1110595,0,Mercado Pago,Sucursal
215,2022-04-24,1802,81,1,1,172975,0,Efectivo,Sucursal
216,2022-06-20,320,135,10,1,6733,0,Transferencia,Sucursal
217,2023-03-16,1818,68,7,1,45665,0,Transferencia,Online
218,2026-03-01,752,96,14,1,58982,5,Efectivo,Online
219,2021-10-02,10,69,14,1,76546,5,Tarjeta de Crédito,Online
220,2023-09-08,405,103,3,3,238351,0,Tarjeta de Crédito,Sucursal
221,2021-09-15,1949,55,20,1,91009,0,Tarjeta de Crédito,Sucursal
222,2022-07-01,166,112,20,1,70221,0,Transferencia,Sucursal
223,2023-10-02,1168,121,6,3,132850,30,Mercado Pago,Sucursal
224,2021-10-04,976,133,9,1,31839,30,Tarjeta de Débito,Sucursal
225,2023-10-24,1542,37,16,1,299767,10,Mercado Pago,Sucursal
226,2026-06-11,1240,113,5,1,86956,0,Tarjeta de Crédito,Sucursal
227,2022-12-09,1283,58,20,3,34774,0,Tarjeta de Crédito,Online
228,2022-04-07,608,129,1,2,54448,20,Tarjeta de Crédito,Sucursal
229,2023-10-06,686,145,13,4,19394,0,Mercado Pago,Sucursal
230,2024-07-06,1102,18,20,1,1392160,0,Mercado Pago,Sucursal
231,2022-05-02,1135,88,16,3,140757,0,Tarjeta de Crédito,Online
232,2021-11-19,672,46,8,3,475964,15,Mercado Pago,Sucursal
233,2023-05-06,104,55,11,1,91009,10,Transferencia,Sucursal
234,2025-06-02,584,134,3,2,50607,10,Tarjeta de Crédito,Sucursal
235,2024-08-19,1449,44,2,2,447825,0,Tarjeta de Débito,Sucursal
236,2025-04-09,548,129,8,1,54448,0,Mercado Pago,Online
237,2023-10-04,1618,86,13,2,96363,0,Tarjeta de Crédito,Online
238,2025-06-13,165,17,15,2,785761,5,Mercado Pago,Sucursal
239,2021-12-14,387,101,1,1,75638,5,Tarjeta de Crédito,Online
240,2022-12-18,250,23,1,1,1108646,5,Tarjeta de Crédito,Sucursal
241,2021-12-17,1749,81,14,1,172975,0,Tarjeta de Débito,Sucursal
242,2025-11-29,1445,62,12,1,25218,0,Tarjeta de Crédito,Online
243,2026-04-04,200,11,16,1,1225987,0,Tarjeta de Crédito,Sucursal
244,2025-08-28,1333,73,17,1,140989,0,Tarjeta de Crédito,Online
245,2025-05-18,321,85,6,1,287367,5,Mercado Pago,Sucursal
246,2024-03-08,1873,75,15,2,27785,5,Tarjeta de Crédito,Online
247,2026-04-13,1401,20,1,2,1802140,0,Mercado Pago,Online
248,2021-09-04,1762,40,20,1,172118,10,Efectivo,Sucursal
249,2022-12-10,1289,65,12,3,45620,0,Mercado Pago,Sucursal
250,2024-07-17,765,96,5,1,58982,10,Mercado Pago,Sucursal
251,2025-06-25,1404,23,4,1,1108646,0,Efectivo,Online
252,2022-10-01,1497,39,5,1,496850,0,Tarjeta de Débito,Sucursal
253,2022-12-29,259,104,13,4,62368,15,Tarjeta de Débito,Sucursal
254,2023-03-29,1121,84,18,1,277789,0,Tarjeta de Crédito,Online
255,2022-12-14,1326,76,16,1,126864,0,Mercado Pago,Sucursal
256,2023-02-12,259,141,7,1,9922,0,Tarjeta de Débito,Sucursal
257,2026-06-07,50,116,18,2,110824,0,Tarjeta de Crédito,Online
258,2024-04-17,124,4,17,3,688511,0,Tarjeta de Crédito,Sucursal
259,2025-04-09,278,113,18,1,86956,5,Tarjeta de Débito,Sucursal
260,2024-09-09,1044,49,4,3,338530,30,Tarjeta de Crédito,Sucursal
261,2023-04-07,202,97,11,1,88456,5,Tarjeta de Débito,Sucursal
262,2024-08-18,1029,83,12,2,121405,0,Tarjeta de Débito,Sucursal
263,2022-06-21,420,108,7,2,145800,0,Transferencia,Sucursal
264,2026-01-04,109,131,4,1,27926,5,Mercado Pago,Online
265,2025-02-13,328,106,14,2,144819,0,Tarjeta de Débito,Sucursal
266,2025-11-20,1333,80,4,1,190014,0,Tarjeta de Crédito,Sucursal
267,2023-09-02,1368,25,18,3,1187107,0,Mercado Pago,Sucursal
268,2025-04-03,734,63,15,1,90834,15,Transferencia,Online
269,2023-02-07,880,57,12,2,75953,0,Tarjeta de Débito,Sucursal
270,2023-04-16,1637,26,20,1,354125,10,Tarjeta de Crédito,Online
271,2025-03-01,1734,37,20,3,299767,5,Tarjeta de Crédito,Online
272,2024-07-03,780,87,11,1,99737,0,Mercado Pago,Online
273,2022-06-02,1438,29,14,2,369923,15,Mercado Pago,Sucursal
274,2023-07-22,75,126,20,1,9393,10,Tarjeta de Crédito,Sucursal
275,2024-12-28,327,93,1,1,210413,5,Tarjeta de Crédito,Sucursal
276,2024-03-27,483,76,14,1,126864,15,Tarjeta de Crédito,Sucursal
277,2022-08-12,253,119,17,2,49044,5,Tarjeta de Crédito,Sucursal
278,2023-12-25,1214,117,10,1,54765,0,Mercado Pago,Sucursal
279,2025-03-16,928,59,1,2,32499,5,Mercado Pago,Sucursal
280,2024-12-14,1945,42,6,1,459765,0,Mercado Pago,Sucursal
281,2022-01-24,1038,56,7,1,126168,5,Mercado Pago,Online
282,2023-10-03,1832,46,13,1,475964,0,Tarjeta de Crédito,Sucursal
283,2024-09-01,459,107,15,1,131515,0,Tarjeta de Crédito,Sucursal
284,2025-03-16,1939,143,5,1,32394,0,Tarjeta de Crédito,Online
285,2024-06-07,426,13,14,1,2084288,0,Mercado Pago,Sucursal
286,2025-10-17,1292,141,11,1,9922,20,Transferencia,Online
287,2023-07-02,867,82,1,1,228381,0,Mercado Pago,Sucursal
288,2024-08-18,1776,92,2,3,288041,0,Tarjeta de Crédito,Sucursal
289,2021-08-17,653,72,13,1,99968,0,Tarjeta de Crédito,Online
290,2025-11-08,1315,27,2,1,173598,0,Efectivo,Sucursal
291,2024-03-13,95,9,10,4,1944103,15,Tarjeta de Crédito,Sucursal
292,2022-02-06,935,77,19,1,62822,0,Transferencia,Online
293,2026-06-14,1619,103,20,2,238351,0,Tarjeta de Crédito,Online
294,2026-04-16,999,1,6,2,1124829,0,Mercado Pago,Sucursal
295,2022-01-27,1961,84,20,1,277789,0,Tarjeta de Débito,Sucursal
296,2022-07-08,376,121,15,1,132850,0,Tarjeta de Débito,Online
297,2022-01-21,1119,41,14,2,528589,0,Tarjeta de Crédito,Online
298,2022-10-02,185,63,11,2,90834,0,Tarjeta de Crédito,Sucursal
299,2025-08-24,729,59,1,1,32499,0,Tarjeta de Crédito,Online
300,2022-06-01,1309,20,3,1,1802140,0,Mercado Pago,Sucursal
301,2021-09-16,1564,78,14,2,209176,0,Mercado Pago,Online
302,2023-08-10,620,82,18,1,228381,0,Mercado Pago,Sucursal
303,2021-10-16,415,84,20,1,277789,0,Transferencia,Online
304,2022-06-03,1437,17,9,1,785761,0,Tarjeta de Crédito,Sucursal
305,2025-03-04,1176,135,18,1,6733,5,Transferencia,Online
306,2021-08-03,1715,18,4,1,1392160,0,Tarjeta de Crédito,Sucursal
307,2025-03-18,62,32,10,1,536121,30,Tarjeta de Crédito,Sucursal
308,2023-09-18,332,108,4,1,145800,0,Tarjeta de Crédito,Sucursal
309,2023-10-19,1255,129,2,5,54448,0,Mercado Pago,Sucursal
310,2023-09-04,944,16,6,1,2169916,10,Tarjeta de Débito,Sucursal
311,2023-05-11,683,76,16,1,126864,15,Transferencia,Sucursal
312,2025-12-23,1026,135,8,1,6733,10,Tarjeta de Débito,Sucursal
313,2026-07-24,1989,60,4,2,86747,0,Mercado Pago,Sucursal
314,2021-12-30,1502,51,1,1,80482,10,Efectivo,Sucursal
315,2023-11-19,95,113,13,4,86956,10,Mercado Pago,Sucursal
316,2022-01-18,74,144,3,1,18402,10,Tarjeta de Débito,Sucursal
317,2023-10-16,290,14,17,1,1882522,10,Tarjeta de Crédito,Sucursal
318,2021-10-14,1868,129,10,1,54448,0,Tarjeta de Débito,Sucursal
319,2022-01-16,1863,98,11,1,289844,0,Tarjeta de Débito,Sucursal
320,2023-09-03,80,32,20,1,536121,5,Tarjeta de Crédito,Online
321,2023-02-22,1464,99,8,1,98416,5,Tarjeta de Crédito,Sucursal
322,2022-05-05,527,93,4,1,210413,0,Efectivo,Sucursal
323,2022-03-08,262,148,10,1,29102,0,Tarjeta de Débito,Online
324,2023-11-01,1895,29,12,1,369923,0,Transferencia,Sucursal
325,2022-01-06,600,70,4,1,103106,20,Transferencia,Sucursal
326,2025-10-04,712,15,3,1,2256407,0,Tarjeta de Débito,Online
327,2024-12-25,1003,66,17,2,109610,0,Tarjeta de Crédito,Sucursal
328,2024-06-02,1367,96,16,2,58982,0,Tarjeta de Débito,Sucursal
329,2026-03-17,172,52,7,3,69726,5,Tarjeta de Crédito,Online
330,2023-08-14,88,23,17,3,1108646,0,Tarjeta de Débito,Sucursal
331,2026-06-03,1531,71,3,3,24970,0,Efectivo,Online
332,2024-08-11,1149,119,1,1,49044,10,Mercado Pago,Online
333,2023-04-03,246,103,14,1,238351,10,Tarjeta de Débito,Sucursal
334,2021-09-09,1287,56,3,4,126168,0,Tarjeta de Crédito,Online
335,2024-06-17,840,64,20,1,120327,15,Mercado Pago,Online
336,2025-05-23,914,97,5,1,88456,15,Tarjeta de Débito,Sucursal
337,2025-06-16,403,54,12,1,72197,5,Tarjeta de Crédito,Online
338,2023-05-23,1744,126,20,1,9393,10,Tarjeta de Débito,Sucursal
339,2026-05-08,792,61,1,1,59438,0,Tarjeta de Débito,Sucursal
340,2021-09-14,1282,113,11,1,86956,10,Transferencia,Sucursal
341,2025-04-15,63,43,4,2,334619,0,Mercado Pago,Online
342,2024-02-19,1172,85,18,1,287367,10,Tarjeta de Crédito,Sucursal
343,2023-09-06,1982,133,8,1,31839,0,Tarjeta de Crédito,Sucursal
344,2022-12-14,678,146,9,1,5652,20,Tarjeta de Crédito,Sucursal
345,2024-04-21,1764,99,11,2,98416,15,Tarjeta de Débito,Sucursal
346,2023-02-04,499,114,13,1,67830,0,Tarjeta de Crédito,Sucursal
347,2023-11-07,563,129,19,1,54448,0,Transferencia,Online
348,2024-03-06,643,16,19,2,2169916,0,Tarjeta de Débito,Online
349,2021-12-20,715,93,20,1,210413,0,Mercado Pago,Sucursal
350,2025-07-25,1628,64,20,1,120327,0,Tarjeta de Crédito,Sucursal
351,2021-12-04,1094,18,14,1,1392160,5,Tarjeta de Crédito,Sucursal
352,2021-09-07,1045,20,6,1,1802140,0,Mercado Pago,Sucursal
353,2025-02-02,1770,136,19,3,37113,0,Mercado Pago,Sucursal
354,2023-12-29,134,91,2,2,239013,5,Mercado Pago,Online
355,2022-03-12,464,34,2,1,362631,10,Transferencia,Sucursal
356,2024-05-29,137,40,1,2,172118,15,Tarjeta de Crédito,Online
357,2025-01-02,500,66,18,1,109610,0,Tarjeta de Crédito,Sucursal
358,2024-12-10,1029,44,19,1,447825,10,Tarjeta de Crédito,Sucursal
359,2024-02-01,674,95,1,2,47685,0,Mercado Pago,Online
360,2026-02-04,720,77,17,3,62822,15,Tarjeta de Débito,Online
361,2024-11-10,82,148,5,1,29102,10,Tarjeta de Crédito,Sucursal
362,2022-09-30,1604,121,18,2,132850,0,Tarjeta de Crédito,Sucursal
363,2025-11-30,561,6,18,1,851647,0,Mercado Pago,Sucursal
364,2026-04-04,1817,23,5,1,1108646,20,Tarjeta de Crédito,Sucursal
365,2026-05-14,320,126,14,2,9393,0,Transferencia,Sucursal
366,2026-01-22,986,52,1,1,69726,0,Transferencia,Online
367,2026-05-01,564,73,8,1,140989,0,Tarjeta de Crédito,Sucursal
368,2023-05-31,77,145,12,2,19394,5,Tarjeta de Crédito,Online
369,2023-08-18,433,129,5,3,54448,0,Tarjeta de Crédito,Online
